Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 00-04, female",SP.POP.0004.FE,Afghanistan,AFG,3098763,3166634,3210286,3221673,3255581
"Population ages 00-04, female",SP.POP.0004.FE,Africa Eastern and Southern,AFE,51669708,52776772,53952440,55085172,56087104
"Population ages 00-04, female",SP.POP.0004.FE,Albania,ALB,78146,75077,72399,70027,68225
"Population ages 00-04, female",SP.POP.0004.FE,Algeria,DZA,2468709,2456439,2426816,2381320,2327376
"Population ages 00-04, female",SP.POP.0004.FE,American Samoa,ASM,2335,2273,2154,2035,1912
"Population ages 00-04, female",SP.POP.0004.FE,Andorra,AND,1318,1271,1186,1137,1154
"Population ages 00-04, female",SP.POP.0004.FE,Angola,AGO,2824650,2889519,2955648,3021647,3086077
"Population ages 00-04, female",SP.POP.0004.FE,Antigua and Barbuda,ATG,2586,2574,2590,2620,2662
"Population ages 00-04, female",SP.POP.0004.FE,Arab World,ARB,26399565,26396642,26294330,26310223,26352116
"Population ages 00-04, female",SP.POP.0004.FE,Argentina,ARG,1736679,1645309,1539678,1437513,1341640
"Population ages 00-04, female",SP.POP.0004.FE,Armenia,ARM,93359,91407,89855,88267,87161
"Population ages 00-04, female",SP.POP.0004.FE,Aruba,ABW,3041,2906,2763,2653,2578
"Population ages 00-04, female",SP.POP.0004.FE,Australia,AUS,753772,746753,734609,735383,748017
"Population ages 00-04, female",SP.POP.0004.FE,Austria,AUT,211377,211380,210550,209881,207461
"Population ages 00-04, female",SP.POP.0004.FE,Azerbaijan,AZE,355995,343758,331353,319968,313004
"Population ages 00-04, female",SP.POP.0004.FE,"Bahamas, The",BHS,11413,11093,10894,10802,10769
"Population ages 00-04, female",SP.POP.0004.FE,Bahrain,BHR,51245,49279,48186,46850,46719
"Population ages 00-04, female",SP.POP.0004.FE,Bangladesh,BGD,7672802,7746950,7834808,7941181,8053899
"Population ages 00-04, female",SP.POP.0004.FE,Barbados,BRB,7930,7887,7845,7807,7769
"Population ages 00-04, female",SP.POP.0004.FE,Belarus,BLR,261657,245257,226476,209460,195463
"Population ages 00-04, female",SP.POP.0004.FE,Belgium,BEL,299570,295938,292878,291448,286936
"Population ages 00-04, female",SP.POP.0004.FE,Belize,BLZ,18906,18690,18230,17753,17443
"Population ages 00-04, female",SP.POP.0004.FE,Benin,BEN,1031863,1043487,1053048,1062240,1072576
"Population ages 00-04, female",SP.POP.0004.FE,Bermuda,BMU,1402,1392,1383,1358,1336
"Population ages 00-04, female",SP.POP.0004.FE,Bhutan,BTN,25526,24607,24036,23688,23647
"Population ages 00-04, female",SP.POP.0004.FE,Bolivia,BOL,611204,611559,612244,613226,614243
"Population ages 00-04, female",SP.POP.0004.FE,Bosnia and Herzegovina,BIH,68114,67362,66086,64649,63064
"Population ages 00-04, female",SP.POP.0004.FE,Botswana,BWA,135966,137332,140288,143599,145664
"Population ages 00-04, female",SP.POP.0004.FE,Brazil,BRA,6985469,6893060,6785749,6675328,6544038
"Population ages 00-04, female",SP.POP.0004.FE,British Virgin Islands,VGB,842,832,817,791,796
"Population ages 00-04, female",SP.POP.0004.FE,Brunei Darussalam,BRN,15730,15526,15344,15216,15121
"Population ages 00-04, female",SP.POP.0004.FE,Bulgaria,BGR,156980,154357,151481,145962,142128
"Population ages 00-04, female",SP.POP.0004.FE,Burkina Faso,BFA,1694022,1681168,1665219,1653562,1648962
"Population ages 00-04, female",SP.POP.0004.FE,Burundi,BDI,1061496,1059090,1059858,1065800,1074853
"Population ages 00-04, female",SP.POP.0004.FE,Cabo Verde,CPV,23205,23285,22435,20739,19077
"Population ages 00-04, female",SP.POP.0004.FE,Cambodia,KHM,878707,886930,891492,891530,887191
"Population ages 00-04, female",SP.POP.0004.FE,Cameroon,CMR,2052505,2093941,2125815,2151571,2175582
"Population ages 00-04, female",SP.POP.0004.FE,Canada,CAN,942715,934704,922611,923415,934838
"Population ages 00-04, female",SP.POP.0004.FE,Caribbean small states,CSS,124422,123231,122110,121174,120453
"Population ages 00-04, female",SP.POP.0004.FE,Cayman Islands,CYM,1887,1868,1907,1996,2072
"Population ages 00-04, female",SP.POP.0004.FE,Central African Republic,CAF,451173,456321,467482,463612,466932
"Population ages 00-04, female",SP.POP.0004.FE,Central Europe and the Baltics,CEB,2506198,2493409,2433772,2378651,2312429
"Population ages 00-04, female",SP.POP.0004.FE,Chad,TCD,1566358,1603498,1644590,1691214,1748123
"Population ages 00-04, female",SP.POP.0004.FE,Channel Islands,CHI,3781,3650,3535,3457,3391
"Population ages 00-04, female",SP.POP.0004.FE,Chile,CHL,569982,551501,524502,500849,480317
"Population ages 00-04, female",SP.POP.0004.FE,China,CHN,39415269,37286857,34324224,30600067,27167674
"Population ages 00-04, female",SP.POP.0004.FE,Colombia,COL,1702373,1711313,1723705,1735370,1739572
"Population ages 00-04, female",SP.POP.0004.FE,Comoros,COM,54553,55049,55558,55979,56336
"Population ages 00-04, female",SP.POP.0004.FE,"Congo, Dem. Rep.",COD,8533465,8797410,9066731,9331883,9589074
"Population ages 00-04, female",SP.POP.0004.FE,"Congo, Rep.",COG,423603,425883,429401,433689,438612
"Population ages 00-04, female",SP.POP.0004.FE,Costa Rica,CRI,166375,161304,154198,146644,139119
"Population ages 00-04, female",SP.POP.0004.FE,Cote d'Ivoire,CIV,2255457,2256110,2258884,2265810,2280356
"Population ages 00-04, female",SP.POP.0004.FE,Croatia,HRV,83834,82218,81642,81532,81205
"Population ages 00-04, female",SP.POP.0004.FE,Cuba,CUB,276982,269016,260291,251852,243238
"Population ages 00-04, female",SP.POP.0004.FE,Curacao,CUW,3926,3585,3257,3023,2830
"Population ages 00-04, female",SP.POP.0004.FE,Cyprus,CYP,34721,35071,35368,35635,35890
"Population ages 00-04, female",SP.POP.0004.FE,Czechia,CZE,277422,278288,272731,273190,268791
"Population ages 00-04, female",SP.POP.0004.FE,Denmark,DNK,148923,150103,151083,151298,150183
"Population ages 00-04, female",SP.POP.0004.FE,Djibouti,DJI,56429,56370,56378,56410,56441
"Population ages 00-04, female",SP.POP.0004.FE,Dominica,DMA,1999,1929,1874,1831,1803
"Population ages 00-04, female",SP.POP.0004.FE,Dominican Republic,DOM,504284,502552,500270,497020,492529
"Population ages 00-04, female",SP.POP.0004.FE,Early-demographic dividend,EAR,158490273,157668233,156501776,155608628,154897298
"Population ages 00-04, female",SP.POP.0004.FE,East Asia & Pacific,EAS,73418539,70615908,66803300,62296101,58206473
"Population ages 00-04, female",SP.POP.0004.FE,East Asia & Pacific (excluding high income),EAP,68477154,65854178,62260661,57931741,53971407
"Population ages 00-04, female",SP.POP.0004.FE,East Asia & Pacific (IDA & IBRD countries),TEA,67651399,65024390,61428272,57098929,53140355
"Population ages 00-04, female",SP.POP.0004.FE,Ecuador,ECU,721705,716524,709750,700333,686823
"Population ages 00-04, female",SP.POP.0004.FE,"Egypt, Arab Rep.",EGY,6363132,6182113,6002098,5838304,5744965
"Population ages 00-04, female",SP.POP.0004.FE,El Salvador,SLV,257390,251536,247173,244274,242362
"Population ages 00-04, female",SP.POP.0004.FE,Equatorial Guinea,GNQ,118971,120731,122286,123710,124989
"Population ages 00-04, female",SP.POP.0004.FE,Eritrea,ERI,220730,221022,222579,224931,227854
"Population ages 00-04, female",SP.POP.0004.FE,Estonia,EST,34345,34242,33874,33650,32743
"Population ages 00-04, female",SP.POP.0004.FE,Eswatini,SWZ,70919,70679,70668,70598,70373
"Population ages 00-04, female",SP.POP.0004.FE,Ethiopia,ETH,8426230,8675385,8912706,9130614,9321910
"Population ages 00-04, female",SP.POP.0004.FE,Euro area,EMU,7957755,7850861,7719183,7616684,7496941
"Population ages 00-04, female",SP.POP.0004.FE,Europe & Central Asia,ECS,26789633,26283787,25677094,25086840,24493970
"Population ages 00-04, female",SP.POP.0004.FE,Europe & Central Asia (excluding high income),ECA,9790308,9649252,9499842,9299188,9095025
"Population ages 00-04, female",SP.POP.0004.FE,Europe & Central Asia (IDA & IBRD countries),TEC,15718216,15349887,14928366,14482953,14061789
"Population ages 00-04, female",SP.POP.0004.FE,European Union,EUU,10473924,10358722,10172697,10018745,9833477
"Population ages 00-04, female",SP.POP.0004.FE,Faroe Islands,FRO,1822,1822,1805,1773,1729
"Population ages 00-04, female",SP.POP.0004.FE,Fiji,FJI,43200,42292,41469,40722,40084
"Population ages 00-04, female",SP.POP.0004.FE,Finland,FIN,127833,122912,119836,117428,115253
"Population ages 00-04, female",SP.POP.0004.FE,Fragile and conflict affected situations,FCS,70816248,71599612,72444745,73267017,74185848
"Population ages 00-04, female",SP.POP.0004.FE,France,FRA,1791384,1764781,1734463,1714411,1705268
"Population ages 00-04, female",SP.POP.0004.FE,French Polynesia,PYF,8517,8128,7889,7587,7283
"Population ages 00-04, female",SP.POP.0004.FE,Gabon,GAB,156867,159655,161883,163488,164496
"Population ages 00-04, female",SP.POP.0004.FE,"Gambia, The",GMB,185852,185769,186357,187612,189600
"Population ages 00-04, female",SP.POP.0004.FE,Georgia,GEO,134237,129803,124532,119491,114338
"Population ages 00-04, female",SP.POP.0004.FE,Germany,DEU,1921768,1931586,1929600,1922323,1873464
"Population ages 00-04, female",SP.POP.0004.FE,Ghana,GHA,2075481,2070803,2067610,2071689,2081881
"Population ages 00-04, female",SP.POP.0004.FE,Gibraltar,GIB,1016,1017,1028,1054,1089
"Population ages 00-04, female",SP.POP.0004.FE,Greece,GRC,225935,221758,212988,203205,196015
"Population ages 00-04, female",SP.POP.0004.FE,Greenland,GRL,1982,2012,2029,2024,2010
"Population ages 00-04, female",SP.POP.0004.FE,Grenada,GRD,3573,3487,3434,3427,3422
"Population ages 00-04, female",SP.POP.0004.FE,Guam,GUM,7297,7277,7252,7209,7150
"Population ages 00-04, female",SP.POP.0004.FE,Guatemala,GTM,991588,978646,959943,940252,923987
"Population ages 00-04, female",SP.POP.0004.FE,Guinea,GIN,1021173,1037281,1052436,1066673,1080482
"Population ages 00-04, female",SP.POP.0004.FE,Guinea-Bissau,GNB,143069,143460,144126,145182,146542
"Population ages 00-04, female",SP.POP.0004.FE,Guyana,GUY,40955,40975,41039,41002,40835
"Population ages 00-04, female",SP.POP.0004.FE,Haiti,HTI,619600,618571,616489,613928,611431
"Population ages 00-04, female",SP.POP.0004.FE,Heavily indebted poor countries (HIPC),HPC,65532305,66815618,68073493,69255132,70407649
"Population ages 00-04, female",SP.POP.0004.FE,High income,HIC,35830331,35162014,34150172,33444576,32831551
"Population ages 00-04, female",SP.POP.0004.FE,Honduras,HND,539495,543969,548199,552211,555630
"Population ages 00-04, female",SP.POP.0004.FE,"Hong Kong SAR, China",HKG,136708,126916,118411,112695,110520
"Population ages 00-04, female",SP.POP.0004.FE,Hungary,HUN,227881,228019,228108,225957,222261
"Population ages 00-04, female",SP.POP.0004.FE,IBRD only,IBD,..,..,..,..,..
"Population ages 00-04, female",SP.POP.0004.FE,Iceland,ISL,10311,10419,10694,11063,11384
"Population ages 00-04, female",SP.POP.0004.FE,IDA & IBRD total,IBT,303786521,301109290,297345670,293014511,289280595
"Population ages 00-04, female",SP.POP.0004.FE,IDA blend,IDB,..,..,..,..,..
"Population ages 00-04, female",SP.POP.0004.FE,IDA only,IDX,..,..,..,..,..
"Population ages 00-04, female",SP.POP.0004.FE,IDA total,IDA,..,..,..,..,..
"Population ages 00-04, female",SP.POP.0004.FE,India,IND,57282565,56846872,56195125,55628417,55160392
"Population ages 00-04, female",SP.POP.0004.FE,Indonesia,IDN,11295678,11157211,11036858,10941461,10871541
"Population ages 00-04, female",SP.POP.0004.FE,"Iran, Islamic Rep.",IRN,3615637,3474785,3310243,3153945,3020457
"Population ages 00-04, female",SP.POP.0004.FE,Iraq,IRQ,2716035,2684422,2675432,2687281,2709576
"Population ages 00-04, female",SP.POP.0004.FE,Ireland,IRL,153461,150690,148451,147953,146229
"Population ages 00-04, female",SP.POP.0004.FE,Isle of Man,IMN,1846,1798,1756,1738,1724
"Population ages 00-04, female",SP.POP.0004.FE,Israel,ISR,444019,445501,446739,448947,449498
"Population ages 00-04, female",SP.POP.0004.FE,Italy,ITA,1120157,1083695,1048192,1020333,997244
"Population ages 00-04, female",SP.POP.0004.FE,Jamaica,JAM,85925,84387,83217,82222,81305
"Population ages 00-04, female",SP.POP.0004.FE,Japan,JPN,2324275,2253450,2170938,2095184,2021923
"Population ages 00-04, female",SP.POP.0004.FE,Jordan,JOR,577343,572777,571731,570227,568477
"Population ages 00-04, female",SP.POP.0004.FE,Kazakhstan,KAZ,991346,1007485,1026792,1038694,1036912
"Population ages 00-04, female",SP.POP.0004.FE,Kenya,KEN,3441049,3443384,3449705,3465957,3492622
"Population ages 00-04, female",SP.POP.0004.FE,Kiribati,KIR,7738,7789,7846,7887,7907
"Population ages 00-04, female",SP.POP.0004.FE,"Korea, Dem. People's Rep.",PRK,826980,831018,833618,834036,832268
"Population ages 00-04, female",SP.POP.0004.FE,"Korea, Rep.",KOR,918739,851104,774029,710254,660286
"Population ages 00-04, female",SP.POP.0004.FE,Kosovo,XKX,55539,53613,52531,51499,50609
"Population ages 00-04, female",SP.POP.0004.FE,Kuwait,KWT,139222,134437,132413,133190,131706
"Population ages 00-04, female",SP.POP.0004.FE,Kyrgyz Republic,KGZ,383226,392950,395269,391916,384613
"Population ages 00-04, female",SP.POP.0004.FE,Lao PDR,LAO,394164,394353,392934,391103,389141
"Population ages 00-04, female",SP.POP.0004.FE,Late-demographic dividend,LTE,69514485,66757562,63083988,58706283,54631002
"Population ages 00-04, female",SP.POP.0004.FE,Latin America & Caribbean,LCN,24739865,24375130,23988829,23622910,23249907
"Population ages 00-04, female",SP.POP.0004.FE,Latin America & Caribbean (excluding high income),LAC,22474430,22201871,21910690,21624888,21312144
"Population ages 00-04, female",SP.POP.0004.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,24379893,24025612,23652033,23297613,22934780
"Population ages 00-04, female",SP.POP.0004.FE,Latvia,LVA,50263,48439,46254,44284,42160
"Population ages 00-04, female",SP.POP.0004.FE,Least developed countries: UN classification,LDC,76356792,77790340,79225738,80600176,81949722
"Population ages 00-04, female",SP.POP.0004.FE,Lebanon,LBN,248669,233681,226076,221240,219384
"Population ages 00-04, female",SP.POP.0004.FE,Lesotho,LSO,139908,138407,136399,134123,132125
"Population ages 00-04, female",SP.POP.0004.FE,Liberia,LBR,368365,370988,374027,377400,381364
"Population ages 00-04, female",SP.POP.0004.FE,Libya,LBY,335785,330406,325126,319698,313490
"Population ages 00-04, female",SP.POP.0004.FE,Liechtenstein,LIE,870,908,922,915,907
"Population ages 00-04, female",SP.POP.0004.FE,Lithuania,LTU,71252,69340,66691,64674,62693
"Population ages 00-04, female",SP.POP.0004.FE,Low & middle income,LMY,297109415,294746768,291340316,287321919,283853799
"Population ages 00-04, female",SP.POP.0004.FE,Low income,LIC,51800553,52949335,54106942,55209330,56303726
"Population ages 00-04, female",SP.POP.0004.FE,Lower middle income,LMC,151469005,150950187,150220336,149723013,149500997
"Population ages 00-04, female",SP.POP.0004.FE,Luxembourg,LUX,16064,16275,16452,16660,16863
"Population ages 00-04, female",SP.POP.0004.FE,"Macao SAR, China",MAC,17198,17013,16003,14713,13653
"Population ages 00-04, female",SP.POP.0004.FE,Madagascar,MDG,2081088,2129632,2177855,2222289,2261235
"Population ages 00-04, female",SP.POP.0004.FE,Malawi,MWI,1453399,1468433,1488784,1511941,1535939
"Population ages 00-04, female",SP.POP.0004.FE,Malaysia,MYS,1307004,1268045,1207958,1149954,1103721
"Population ages 00-04, female",SP.POP.0004.FE,Maldives,MDV,16400,15936,15442,15013,14643
"Population ages 00-04, female",SP.POP.0004.FE,Mali,MLI,1914879,1946419,1981304,2017621,2056602
"Population ages 00-04, female",SP.POP.0004.FE,Malta,MLT,11442,11309,10998,11012,11146
"Population ages 00-04, female",SP.POP.0004.FE,Marshall Islands,MHL,2306,2262,2216,2152,2070
"Population ages 00-04, female",SP.POP.0004.FE,Mauritania,MRT,365761,373201,380536,387782,394975
"Population ages 00-04, female",SP.POP.0004.FE,Mauritius,MUS,30821,30612,30783,30785,30470
"Population ages 00-04, female",SP.POP.0004.FE,Mexico,MEX,5222789,5165310,5125318,5095425,5062835
"Population ages 00-04, female",SP.POP.0004.FE,"Micronesia, Fed. Sts.",FSM,5890,5880,5880,5878,5875
"Population ages 00-04, female",SP.POP.0004.FE,Middle East & North Africa,MEA,25051725,24760184,24353529,24094106,23942153
"Population ages 00-04, female",SP.POP.0004.FE,Middle East & North Africa (excluding high income),MNA,22507439,22193552,21883308,21617013,21468982
"Population ages 00-04, female",SP.POP.0004.FE,Middle East & North Africa (IDA & IBRD countries),TMN,22173478,21858051,21547760,21281833,21133383
"Population ages 00-04, female",SP.POP.0004.FE,Middle income,MIC,245308862,241797433,237233374,232112589,227550073
"Population ages 00-04, female",SP.POP.0004.FE,Moldova,MDA,90105,85663,80566,74768,69522
"Population ages 00-04, female",SP.POP.0004.FE,Monaco,MCO,890,905,887,879,887
"Population ages 00-04, female",SP.POP.0004.FE,Mongolia,MNG,193727,191022,185763,180373,175114
"Population ages 00-04, female",SP.POP.0004.FE,Montenegro,MNE,17952,17768,17573,17403,17250
"Population ages 00-04, female",SP.POP.0004.FE,Morocco,MAR,1599513,1592082,1582687,1570044,1555579
"Population ages 00-04, female",SP.POP.0004.FE,Mozambique,MOZ,2575156,2635601,2697220,2758919,2819161
"Population ages 00-04, female",SP.POP.0004.FE,Myanmar,MMR,2196291,2192808,2182456,2168007,2152606
"Population ages 00-04, female",SP.POP.0004.FE,Namibia,NAM,187396,193328,200018,204627,204853
"Population ages 00-04, female",SP.POP.0004.FE,Nauru,NRU,718,732,737,738,738
"Population ages 00-04, female",SP.POP.0004.FE,Nepal,NPL,1401621,1372777,1361536,1362898,1360141
"Population ages 00-04, female",SP.POP.0004.FE,Netherlands,NLD,423411,421584,423122,427479,429253
"Population ages 00-04, female",SP.POP.0004.FE,New Caledonia,NCL,10325,10208,10145,10115,10116
"Population ages 00-04, female",SP.POP.0004.FE,New Zealand,NZL,148264,149370,147641,145366,146656
"Population ages 00-04, female",SP.POP.0004.FE,Nicaragua,NIC,329500,328089,326592,324967,323485
"Population ages 00-04, female",SP.POP.0004.FE,Niger,NER,2128274,2167605,2205290,2246874,2297427
"Population ages 00-04, female",SP.POP.0004.FE,Nigeria,NGA,16501011,16447206,16420927,16459178,16556885
"Population ages 00-04, female",SP.POP.0004.FE,North America,NAC,10302078,10185745,9987783,9878639,9817312
"Population ages 00-04, female",SP.POP.0004.FE,North Macedonia,MKD,52027,50331,48719,47329,45721
"Population ages 00-04, female",SP.POP.0004.FE,Northern Mariana Islands,MNP,1581,1532,1510,1471,1425
"Population ages 00-04, female",SP.POP.0004.FE,Norway,NOR,141829,139004,136806,135792,134757
"Population ages 00-04, female",SP.POP.0004.FE,Not classified,INX,..,..,..,..,..
"Population ages 00-04, female",SP.POP.0004.FE,OECD members,OED,37717188,37131991,36349003,35760063,35212662
"Population ages 00-04, female",SP.POP.0004.FE,Oman,OMN,215028,215772,214717,213602,210053
